Song Name,Author,Classname,lyrics_available,lyrics_length,lyrics
Jamming,Bob Marley,party,True,1837,"Ooh yeah
Well, all right

We're jammin'
I wanna jam it with you
We're jammin', jammin'
And I hope you like jammin' too

Ain't no rules, ain't no vow, we can do it anyhow
I and I will see you through
'Cause every day, we pay the price, we're the living sacrifice
Jammin' 'til the jam is through

We're jammin'
To think that jammin' was a thing of the past
We're jammin'
And I hope this jam is gonna last

No bullet could stop us now, we neither beg nor we won't bow
Neither can be bought nor sold
We all defend the right, Jah-Jah children must unite
Oh, life is worth much more than gold

We're jammin' (Jammin', jammin', jammin')
And we're jammin' in the name of the Lord
We're jammin' (Jammin', jammin', jammin')
Look out
We're jammin' right straight from Yah
Singin'

Holy Mount Zion
Holy Mount Zion
Jah seated in Mount Zion
And rules all creation

Eh, we're, we're jammin' (Wop-chu-wa)
Wop-chu-wa-wa-wa, we're jammin' (Wop-chu-wa)
See, I wanna jam it with you
We're jammin' (Jammin', jammin', jammin')
And jammin', hope you're jammin' too

Jah knows I might have tried, the truth I cannot hide
To keep you satisfied
True love I know exist is the love I can't resist
So jam by my side

We're jammin', yeah (Jammin', jammin', jammin')
I wanna jam it with you
We're jammin', we're jammin', we're jammin', we're jammin'
We're jammin', we're jammin', we're jammin', we're jammin'
Hope you like jammin' too
Jammin', we're jammin' (Jammin', jammin', jammin')
We're jammin', we're jammin'
I wanna, I wanna, I wanna jam with you now (I wanna jam it with you)
We're jammin', we're jammin'
(Hope you like jammin' too)
And I hope you like jammin', I hope you like jammin'
(Jammin', jammin', jammin')
'Cause (I wanna jam it with you), I wanna jam it with you
I like, I hope you
I hope you like jammin' too now
I wanna jam it
Wanna jam it, ooh, ooh"
Three Little Birds,Bob Marley,perseverance,True,1184,"Don't worry about a thing
'Cause every little thing gonna be alright
Singing, ""Don't worry about a thing
'Cause every little thing gonna be alright""

Rise up this morning, smiled with the rising sun
Three little birds pitch by my doorstep
Singing sweet songs of melodies pure and true
Saying, ""This is my message to you-ou-ou""

Singing, ""Don't worry about a thing
'Cause every little thing gonna be alright""
Singing, ""Don't worry about a thing"" (Don't worry)
""'Cause every little thing gonna be alright""

Rise up this morning, smiled with the rising sun
Three little birds pitch by my doorstep
Singing sweet songs of melodies pure and true
Saying, ""This is my message to you-ou-ou""

Singing, ""Don't worry about a thing"" (Worry 'bout a thing, oh)
""Every little thing gonna be alright"" (Don't worry)
Singing, ""Don't worry about a thing"" (I won't worry)
""'Cause every little thing gonna be alright""
Singing, ""Don't worry about a thing
'Cause every little thing gonna be alright"" (I won't worry)
Singing, ""Don't worry about a thing
'Cause every little thing is gonna be alright""
Singing, ""Don't worry about a thing"" (Don't worry 'bout a thing)
""'Cause every little thing gonna be alright"""
Bad Boys(Theme from COPS),InnerCircle,selfdetermination,False,0,
Wünsch dir was,Genetikk,perseverance,True,2912,"Es kommt die Zeit, woah-ho
In der das Wünschen wieder hilft
Woah, in der das Wünschen wieder hilft
Woah, in der das Wünschen wieder hilft
Wünsch dir was, wünsch dir was
Wünsch dir was
Wünsch dir was, wünsch dir was
Wünsch dir was, wünsch dir was (Oh)
Wünsch dir was, wünsch dir was
 (Yeah, ah)
Wünsch dir was (Yeah, yeah, yeah, yeah)

So viele Wünsche, wir woll'n zu viel, Rapstars und Groupies
Nur seh'n wir nicht, dass von den Diamantenketten Blut trieft
Sneakers oder Blue Jeans made in der dritten Welt
Woll'n nicht drauf verzichten, sogar wenn uns das Gewissen quält
Mehr für uns, weniger für die
Bis Pflastersteine fliegen und dann regnet es Benzin (Oh)
Du willst 'ne Yacht vor der Küste?
Im Wasser treibt, wer's nicht geschafft hat, zu flüchten (Oh)
Nix geschenkt, nur bezahl'n tun die andern
Dieser Staat hat sich verkauft, uns verraten an Banken (Danke)
Betäubt von leuchtenden Farben
Den Träum'n, die wir jagen, seit die Neunziger kam'n (ah)
Pass gut auf, was du dir wünschst
Nicht alles, was wir haben woll'n, sollte sich erfüll'n
Wähle weise aus, denn sonst schaut am andern Ende
Dieser Welt dafür noch jemand in den Lauf, ah

(
Wünsch dir was
) Das Leben ist kein Wunschkonzert
(
Wünsch dir was
) Doch jedes Leben ist ein Wunderwerk
(
Wünsch dir was
) Du musst dran glauben, dann erfüllt sich das
(Wünsch dir was) Denke nach, bevor du's machst und wünsch dir was
(
Woah
) (
Wünsch dir was
) Nein, das Leben ist kein Wunschkonzert
(
Wünsch dir was
) Doch jedes Leben ist ein Wunderwerk
(
Wünsch dir was
) Du musst dran glauben, dann erfüllt sich das (Ah, ah)
Mach die Augen zu und wünsch dir was

Ich wünsch' mir, ich hätte damals Woodstock geseh'n
Dass meine Lehrer wissen, wie's sich in mei'm Luftschloss so lebt
Ich hab' mir 'n Selfmade-Deal gewünscht und bekomm'n
Zum Glück, ich muss nie wieder zurück zu McDonald's
Doch fast jeder Wunsch hat eine Kehrseite
Mehr Geld, mehr Probleme, mehr Feinde
Es gibt Hoffnung, nur es schafft nicht jeder
So wie Neymar aus den Favelas
Die Lobbys wünschen sich die Völker unterdrückt (Come on)
Eines Tages stehen wir auf, dann kommt der Bumerang zurück
Denn so und nicht anders will es nun mal das Gesetz
Jedem Wunsch folgt eine Konsequenz, ah
Und die Moral von der Geschichte
Wir sind gierig und das ist, was uns vernichtet (Aha)
All unsre Wünsche kosten Seel'n (Ah)
Es sind schon mehr als die Sterne, wer kann sie zähl'n?

(
Wünsch dir was
) Das Leben ist kein Wunschkonzert
(
Wünsch dir was
) Doch jedes Leben ist ein Wunderwerk
(
Wünsch dir was
) Du musst dran glauben, dann erfüllt sich das
(Wünsch dir was) Denke nach, bevor du's machst und wünsch dir was
(
Woah
) (
Wünsch dir was
) Nein, das Leben ist kein Wunschkonzert
(
Wünsch dir was
) Doch jedes Leben ist ein Wunderwerk
(
Wünsch dir was
) Du musst dran glauben, dann erfüllt sich das
Mach die Augen zu und wünsch dir was

Wünsch dir was, wünsch dir was (Oh)
Wünsch dir was

Oh
Oh
Oh
Oh
Oh
Oh
Oh
Oh"
Johnny Däpp,Lorenz Büffel,party,True,2670,"Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp

Weißer Strand, rein in den Flieger
Heute seh' ich dich endlich wieder
Warum jetzt? Warum heute?
Hier sind einfach geile Leute
Wir steh'n am Meer, hinter uns die Wellen
Ihr sitzt nur da, seid die Stunden am zählen
Es ist perfekt so, das ist mein Leben
Es kann für mich nix Bessres geben

Scheiß' auf den Job, scheiß' auf mein Geld
Egal, was ihr sagt, egal, was ihr denkt
Ich möcht nur eins, ich möcht mein Glück
Alles egal, ich will Malle zurück
Scheiß' auf den Job, scheiß' auf mein Geld
Egal, was ihr sagt, egal, was ihr denkt
Ich möcht nur eins, ich möcht mein Glück
Alles egal, ich will Malle zurück

(Ich will Malle zurück, ich will Malle zurück)
(Ich will Malle zurück, ich will Malle zurück)
(Ich will Malle, Malle, Malle, Malle, Malle, Malle, Ma-Ma-Ma-)
(Johnny Däpp)

Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp

Wir reiten auf den Well'n, wir verbrennen unser Geld
Wir sind Malle-verrückt, das ist alles, was zählt
Denn endlich wieder richtig feiern, endlich wieder (Bang-bang)
Keiner geht uns auf die Eier, endlich (Wieder bang)
Wollt ihr Malle zurück? (Wir wollen Malle zurück)
Seid ihr denn Malle-verrückt? (Wir wollen Malle zurück)
Seid ihr denn alle verrückt? (Wir wollen Malle zurück)
Guten Tag, guten Tag, ich will mein Malle zurück

Scheiß' auf den Job, scheiß' auf mein Geld
Egal, was ihr sagt, egal, was ihr denkt
Ich möcht nur eins, ich möcht mein Glück
Alles egal, ich will Malle zurück
Scheiß' auf den Job, scheiß' auf mein Geld
Egal, was ihr sagt, egal, was ihr denkt
Ich möcht nur eins, ich möcht mein Glück
Alles egal, ich will Malle zurück

(Ich will Malle zurück, ich will Malle zurück)
(Ich will Malle zurück, ich will Malle zurück)
(Ich will Malle, Malle, Malle, Malle, Malle, Malle, Ma-Ma-Ma-)
(Johnny Däpp)

Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp
Johnny, Johnny Däpp, Däpp, Däpp, Johnny Däpp, Däpp"
Sterben kannst du überall,Trailerpark,selfdetermination,True,2896,"Der Tod ist eine Bitch, ich mache Klingelstreich am Himmelstor
Immer wenn ich Scheiße bau', begleitet mich ein Kinderchor
Und Groupiesex ist für mich Nächstenliebe
Leg' mir 'ne Line, die länger ist als meine Lebenslinie
Der letzte Held auf dieser Erde
Sorry, doch ich such' mir lieber selbst aus, wie ich sterbe
Schätz ma', wie viele Schutzengel werd' ich noch verprassen?
Dicka, ich gönn' mir auf Gott sein'n Nacken, halleluja

Die Ärzte sagen „rehab“, aber ich sag' immer „no“
Der Beutel, den ich täglich rauch', wiegt mehr als Kader Loth, hehe
Schau mal meine Nase, kolumbianische Plantage
Darin trag' ich locker dein Gehalt eines ganzen Jahres
Früher sagten immer alle zu mir, dass ich nicht einmal dreißig werd'
Heute kommen wildfremde Leute, meinen, ich wär' ein Heiliger
Scheiße, yeah, Tim Jong-il, Gustavo Fring und Heisenberg
Meisterwerk, Bitch, wenn ich will, rauch' ich allein Jamaika leer

Junge, du sitzt immer nur zuhause am PC
Geh doch auch mal raus, nimm LSD (okay!)

Sterben kannst du überall
Morgen überrollt dich ein Bus
Andre setzen sich den goldenen Schuss
No risk, no fun, denn
Sterben kannst du überall
Morgen überrollt dich ein Bus
Andre setzen sich den goldenen Schuss
No risk, no fun

Wie viel ich geballert habe, fragen sie empört
Dicka, Kokabauern aus Kolumbien tragen meinen Merch
Jeden Abend vor dem Schlafengehen huldigen sie mir
Denn mein linkes Nasenloch hat ihrem Dorf 'ne Schule finanziert
Mein Doktor meinte mal, „Du landest bald im Paradies.“
Doch heute bin ich reich und habe mehr geballert, als er wiegt
Und sie fragen mich täglich, wie ich überleb'
Mann, ich esse glutenfrei und spritze mir H

In jeder siebten Herospritze ist der Tod, ich mag den Nervenkitzel
Red-Bull-Sportklamotten, wenn ich wieder bareback ficke
Früher reichte ein Rotwein gemischt mit Tabletten
Heute deep-throate ich Türklinken von Discotoiletten
Es ist nur Rock 'n' Roll, wer K.-o.-Tropfen in sein'n eigenen Drink tut
Und dann Blindflug mit dem Wingsuit
Langsam machen dich Chemodrogen zu Krematoriumasche
Ich renne gleich durch Saudi-Arabien mit Regenbogenflagge
Wer ist krass, he?

Junge, du sitzt immer nur zuhause am PC
Geh doch auch mal raus, nimm LSD (okay!)

Sterben kannst du überall
Morgen überrollt dich ein Bus
Andre setzen sich den goldenen Schuss
No risk, no fun, denn
Sterben kannst du überall
Morgen überrollt dich ein Bus
Andre setzen sich den goldenen Schuss
No risk, no fun, denn

Jeder hat ein Talent
Sie sagen, er kann gut mit Drogen, er kann gut mit Drogen
Er kann gut mit Drogen, er kann gut mit Drogen
Er kann—, jeder hat ein Talent
Sie sagen, er kann gut mit Drogen, er kann gut mit Drogen
Er kann gut vom Hobby zum Beruf zum Boden

Sterben kannst du überall
Morgen überrollt dich ein Bus
Andre setzen sich den goldenen Schuss
No risk, no fun, denn
Sterben kannst du überall
Morgen überrollt dich ein Bus
Andre setzen sich den goldenen Schuss
No risk, no fun"
Bongzimmer,SIXTN,selfdetermination,True,3411,"Ihr könnt euch denken, wo ich bin, wenn ihr mich sucht
Hier macht alles einen Sinn, hier geht's mir gut
Ich bin den ganzen Tag im Bongzimmer
Was ich grad mach'? Ich chill' im Bongzimmer (Bongzimmer)
Und warst du einmal da, gibt's kein Zurück
Hier kommst du wieder klar und findest Glück
Den ganzen Tag im Bongzimmer
Was ich grad mach'? Ich chill' im Bongzimmer (Bongzimmer)

Meine Augen rot, Gras grün, Zähne gelb, Lunge schwarz
Hab den ganzen Tag rumgeharzt, bis ich Hunger hab'
Fressflash, çüş, lan, ich hab' Bock auf Süßkram
Lass ma' was bestell'n oder hast du was im Kühlschrank?
Das ganze Zimmer verraucht mit dem allerbesten Kraut
Meine Longpapes verbraucht und das Feuerzeug geklaut, eh
Aber das kennste auch
Hotbox, wehe, du machst das Fenster auf
Haze liegt in der Luft, ich bade in diesem Duft
Tagelang im Bongzimmer und tagelang gebufft
Babamäßiges Kush, laber nicht so'n Stuss, eh
Lass dich fall'n und vergiss deinen Frust
Leg die Beine hoch und genieß deinen Tag
Flugmodus an, bi-bi-bin für keinen am Start
Ze-Zehn Gramm Ot, Eins-a-Hasch
Habe neunundneunzig Probleme, aber keins mit Gras, yeah

Ihr könnt euch denken, wo ich bin, wenn ihr mich sucht
Hier macht alles einen Sinn, hier geht's mir gut
Ich bin den ganzen Tag im Bongzimmer
Was ich grad mach'? Ich chill' im Bongzimmer (Bongzimmer)
Und warst du einmal da, gibt's kein Zurück
Hier kommst du wieder klar und findest Glück
Den ganzen Tag im Bongzimmer
Was ich grad mach'? Ich chill' im Bongzimmer (Bongzimmer)

Ich dreh' holländisch wie die Produzenten von „New Kids“
Keine Freunde, aber mein Drogenhändler besucht mich
Dein Joint so dünn wie ein Q-Tip
Mein Joint so dick, dass du blutest
Ich lad' dich ein in mein Bongzimmer
Bring Pizza mit, wenn du cool bist
Ich kann durch den Rauch das Universum seh'n
Wie sich alle kleinen Menschen auf der Erde bewegen
Hin und her laufen, zur Arbeit, nach Hause
Warten und kaufen im Ameisenhaufen
Kriege und Waffen, die Reichen an der Macht
Für Intrigen und Lügen keine Zeit – ich muss paffen
Sie lieben sich nur, wenn sie die gleichen Dinge hassen
Deshalb lieg' ich hier rum, es gibt nichts Geiles zu verpassen
Nur Angstalarm im Hamsterrad
Wie sie trotzdem noch alles beschönigen
Miese Jobs im Bienenstock
Doch sie opfern ihr Leben der Königin
Harz, Liebe und was zu bau'n
Sie denken, wir kiffen, weil wir blöde sind
Lass' mal Gras über die Sache rauchen
Wir fühl'n uns einfach wohl in dieser Höhle drin
Sie entscheiden sich lieber im Blut zu baden
Immer noch leichter als gute Taten
Und wohin das Ganze führt, ist 'ne gute Frage
Deshalb chill' ich da, wo ich noch meine Ruhe habe
Schreib' Songs immer im Bongzimmer
Und vom Ding her ist das Bongzimmer
Noch besser als Sex, denn ich komm' immer
Ich bekomm' Kinder im Bongzimmer, hah, lol

Ihr könnt euch denken, wo ich bin, wenn ihr mich sucht
Hier macht alles einen Sinn, hier geht's mir gut
Ich bin den ganzen Tag im Bongzimmer
Was ich grad mach'? Ich chill' im Bongzimmer (Bongzimmer)
Und warst du einmal da, gibt's kein Zurück
Hier kommst du wieder klar und findest Glück
Den ganzen Tag im Bongzimmer
Was ich grad mach'? Ich chill' im Bongzimmer (Bongzimmer)

Weil ich jeden Scheiß vergesse, weil ich kiffe
Muss ich endlich aufhören zu kiffen
Doch ich hab es vergessen
Weil ich zu viel kiffe
Weil ich jeden scheiß vergesse, weil ich kiffe
Muss ich endlich aufhören zu kiffen
Doch ich hab es vergessen
Weil ich zu viel kiffe
Weil ich zu viel kiffe"
Ganja Smoka,Benjie,selfdetermination,True,3208,"Uii Benjie, du gehörst also auch zu diesem kriminellen Pack?!
Ey hör mal zu:
Ich rauch mein Ganja den ganzen Tag
Ganz egal wer auch immer was dagegen sagt
Rauche so lange bis ich selbst nicht mehr mag
Tu niemanden was und werde trotzdem angeklagt
Oh
Ich rauch mein Ganja den ganzen Tag
Ganz egal wer auch immer was dagegen sagt
Rauche so lange bis ich selbst nicht mehr mag
Ganja muss legal sein wenn man mich fragt
Wie viel Leute rauchen was glaubst du?
Sag nicht nur ein paar denn du zählst selbst schon dazu
Plus mir und Karl Moik macht das schon ein Trio
Die Menschen rauchen schon seit lange vor König Salomo
Egal ob Jugendlicher, Skater oder S-klasse Cruiser
Ob Pokalgewinner oder hoffnungsloser Looser
Die Menschheit raucht Gras quer durch die Bank
Wir sind nicht alle kriminell
Und schon gar nicht alle krank

Ich rauch mein Ganja den ganzen Tag
Ganz egal wer auch immer was dagegen sagt
Rauche so lange bis ich selbst nicht mehr mag
Tu niemanden was und werde trotzdem angeklagt
Oh
Ich rauch mein Ganja den ganzen Tag
Ganz egal wer auch immer was dagegen sagt
Rauche so lange bis ich selbst nicht mehr mag
Ganja muss legal sein wenn man mich fragt

Mein Tabak und noch mal ein Blättchen ja genau an diesem lauschigen Plätzchen ja da rauchen wir jetzt erstmal ein Tütchen, ich hab auch noch ein paar gute Blütchen!
Wieso lässt man uns nicht einfach in Ruh?
Mit Rauchern hat man doch nie Ärger
Wir chilln und trippen nie auf Pillen no no
Sind Denker und keine Berserker
Wieso gibts Alkohol im Supermarkt und Ganja nur illegal beim Dealer so passiert und definiert woy is doch quark, gib mir das Weed und behalt dein Tequila!

Ich rauch mein Ganja den ganzen Tag
Ganz egal wer auch immer was dagegen sagt
Rauche so lange bis ich selbst nicht mehr mag
Tu niemanden was und werde trotzdem angeklagt
Oh
Ich rauch mein Ganja den ganzen Tag
Ganz egal wer auch immer was dagegen sagt
Rauche so lange bis ich selbst nicht mehr mag
Ganja muss legal sein wenn man mich fragt
Ein kurzer verachtender, verständnisloser Blick
Du denkst ich bin nen Junkie und ich geb mir grad n Kick
Doch wenn ich meinen Splif zieh, bin ich ich und bleib fitt
Komm wir tanzen um die Wette und wenn du kannst kommst du mit
Deutsche Bauern rauchten schon vor hunderten von Jahren
Pflanzten die Knaster hektarweise auf ihrer Farm
Und heute schlägt man hier wegen einem Tütchen Alarm!
Mann ich bin nicht kriminell, schade keinem, bin zahm
Ich hab schon Leute rauchen sehn, wo ichs selbst kaum glauben konnte: Staatsanwälte, Polizisten, Sportler und Doktoren
Man kann durch alle Altersklassen gehen und durch alle Orte in der City oder Uni oder die Heime von Senioren
Ganja is nicht gefährlich und tut niemanden weh
Es macht dich auch nicht herrlich wie des Teufels weißer Schnee
Schadet keiner Seele und der Welt schon gar nicht, ok?
Mit Ganja wird man höchstens ehrlich und so ruhig wie die See

Ich rauch mein Ganja den ganzen Tag
Ganz egal wer auch immer was dagegen sagt
Rauche so lange bis ich selbst nicht mehr mag
Tu niemanden was und werde trotzdem angeklagt
Oh
Ich rauch mein Ganja den ganzen Tag
Ganz egal wer auch immer was dagegen sagt
Rauche so lange bis ich selbst nicht mehr mag
Ganja muss legal sein wenn man mich fragt"
Schatz du Arschloch!,Weekend,heartbroken,True,2807,"Ah, yeah
Dein Lied, ah

Schatz, du hast gefragt, warum ich dir kein Lied schreib'
Da hab' ich mir gedacht: Na gut, du kriegst eins
Du hast gesagt, ich soll dich ehrlich beschreiben
Du bist toll, es fällt dir nur schwer, das zu zeigen
Und ob wir beide häufig streiten? Ne
Zumindest nicht, wenn einer von uns beiden schläft
Du fragst, wie ich dich finde, auch wenn ich nicht weiß, wozu
Ich dachte, solche Dinge, die entscheidest du
Natürlich könn'n meine Kumpels dich leiden
Die komm'n nur nicht mehr zu Besuch zu uns beiden
Weil wir sind so schlecht mit dem Bus zu erreichen
Und vielleicht auch, weil du sie beleidigst
Ich frag' mich häufig: „Womit hab' ich so ein Glück verdient?“
Das ist wie lebenslanger Urlaub – im Bürgerkrieg
Ich glaub', ich sollte besser lieb zu dir sein
Du bist nicht dick, nein, deine Jeans sind gemein

Schatz, bitte, bitte, bitte, schlag mich nicht
Egal, worum es geht, das war ich nicht
Ich schwör', wenn du mir wieder meine Nase brichst
Dann verlass' ich dich, wenn das gestattet ist

Ich hab' gedacht, ich sag' dir das noch
Schatz, du Arschloch!
Ich hoff', dass du mit dein'n High Heels auf die Fresse fliegst
Und ach ja, ich hasse 
Grey's Anatomy
!
Und natürlich wird man fett, wenn man nur rumsitzt
Katzenbabys sind nicht süß, die sind unnütz
Ich hab' gedacht, ich sag' dir das noch
Schatz, du Arschloch!

Und ob mich irgendetwas stört? Ich glaub' nö
Schatz, du weißt, Spaß find' ich auch blöd
Immerhin willst du, dass ich bei der Musik bleib'
Vorausgesetzt, dass ich nur Lieder über dich schreib'
Ja, ich find', wir beide passen gut zusamm'n
Ich hab' Angst, und du weißt, wie man's nutzen kann
Und ob ich von dir denke, dass du eifersüchtig bist?
Aber Schatz, nein, natürlich nicht
Du sagst, Vertrau'n ist der Grundstein
Der Privatdetektiv muss zu mei'm Schutz sein
Dass ich mit andern Frau'n nicht reden darf, das geht doch
Ja, ich weiß, das zählt auch für die Stimme meiner Mailbox
Natürlich darf ich mich mit mein'n Freunden treffen geh'n
Wenn sie es schriftlich geben, dass sie nicht auf Männer steh'n
Du fragst mich, warum ich das alles hier noch mach', Schatz?
Ja, weil ich Angst hab'

Und es geht weiter wie gewohnt
Denn ich hab' Angst, dich zu verlier'n, also vor deiner Reaktion
Ich bleibe bei dir, denn alleine sein ist doof
Und davon abgeseh'n, weißt du, wo ich wohn'

Ich hab' gedacht, ich sag' dir das noch
Schatz, du Arschloch!
Ich hoff', dass du mit dein'n High Heels auf die Fresse fliegst
Und ach ja, ich hasse 
Grey's Anatomy
!
Und natürlich wird man fett, wenn man nur rumsitzt
Katzenbabys sind nicht süß, die sind unnütz
Ich hab' gedacht, ich sag' dir das noch
Schatz, du Arschloch!

Schatz, du Arschloch!
Schatz, du Arschloch!
If you're havin' girl problems (Ayy)
If you're havin' girl problems (Baby, look, oh shit)
Don't make me have to kill this bitch"
Lass sie tanzen(Square Dance),Ali As,selfdetermination,True,2784,"Ah, ich wollte nie Manager sein oder Mitglied im Tennisverein
Wollte nie zur Elite gehören, sondern wollte mich von deren Zwängen befrei'n
Diese Lemminge engen mich ein, fühl' mich hier in der Menge allein
Muss es allen beweisen, die mir mein Talent aberkennen und hänge mich rein
Die konnten mich nie leiden, wollten mich aus dem Spiel schmeißen
Gebor'ner Gewinner, ich forme die Finger vom Peace-Zeichen zum Schießeisen
Bin zurück aufm Kiez mit drückenden Beats
Gründe 'ne Bande mit Sympathisanten, die Jünger sind alle Verrückte und Freaks
Stürme den Sektempfang, verteil' Shots wie 'ne Gatling-Gun
Du denkst: „Wann hört's endlich auf?“, dabei fängt es jetzt erst an

Und ich schieß' ihn'n auf die Füße, lass' sie tanzen
Lass' sie tanzen, lass' sie tanzen
Und ich schieß' ihn'n auf die Füße, lass' sie tanzen
Lass' sie tanzen, lass' sie tanzen
Und alles, was sie hören, ist ratatatat, bam-didi-ratatatat
Die Saloontür'n schwingen auf, die Kugeln sind im Lauf
Die Schuhsohlen qualmen, jetzt ist Square-Dance, Square-Dance

Mich stressen die Bullen extrem, weil sie in mir den Schuldigen seh'n
Würd ich mich an die Gesetze hier halten, dann wäre ich ein Leben lang null entertaint
Der Boden wird heiß, eh, Patronenverschleiß
So viele Feinde, ich hole mir ein'n Munitionsvorrat, der für paar Monate reicht, eh
Und ich lade grad nach, eh, Hater schlagen Alarm
Kugeln, die Schuhe durchlöchern, bis deine Boots ausseh'n, als wären sie Gartensandal'n
Nach Langem da oben am Start, alle tanzen jetzt so wie ich sag'
Mann, ich baller' Patronen, egal, wann oder wo, meine Gun ist ihr Choreograph
Stürme den Sektempfang, verteil' Shots wie 'ne Gatling-Gun
Du denkst: „Wann hört's endlich auf?“, dabei fängt es jetzt erst an

Und ich schieß' ihn'n auf die Füße, lass' sie tanzen
Lass' sie tanzen, lass' sie tanzen
Und ich schieß' ihn'n auf die Füße, lass' sie tanzen
Lass' sie tanzen, lass' sie tanzen
Und alles, was sie hören, ist ratatatat, bam-didi-ratatatat
Die Saloontür'n schwingen auf, die Kugeln sind im Lauf
Die Schuhsohlen qualmen, jetzt ist Square-Dance, Square-Dance

Wir streifen durch die Stadt
Schüsse peitschen durch die Nacht
(Jetzt ist Square Dance, Square Dance)
Silber oder Blei
Die Stille ist vorbei
(Jetzt ist Square Dance, Square Dance)
Wir streifen durch die Stadt
Schüsse peitschen durch die Nacht
(Jetzt ist Square Dance, Square Dance)
Silber oder Blei
Die Stille ist vorbei
(Jetzt ist Square Dance, Square Dance)

Und ich schieß' ihn'n auf die Füße, lass' sie tanzen
Lass' sie tanzen, lass' sie tanzen
Und ich schieß' ihn'n auf die Füße, lass' sie tanzen
Lass' sie tanzen, lass' sie tanzen
Und alles, was sie hören, ist ratatatat, bam-didi-ratatatat
Die Saloontür'n schwingen auf, die Kugeln sind im Lauf
Die Schuhsohlen qualmen, jetzt ist Square-Dance, Square-Dance"
Einmal um die Welt,CRO,lovemaking,True,2287,"One, two, one, two, three, four

Baby, bitte mach dir nie mehr Sorgen um Geld
Gib mir nur deine Hand, ich kauf' dir morgen die Welt
Egal, wohin du willst, wir fliegen um die Welt
Hau'n sofort wieder ab, wenn es dir hier nicht gefällt

Ost, West oder Nord, hab' den Jackpot an Bord
Will von hier über London direkt nach New York
Denn ab heute leb' ich jeden Tag, als ob ich morgen tot wäre
Laufe durch den Park und werf' mit Geld, als ob es Brot wäre (Yeah)
Nur noch Kaviar, Champagner oder Schampus
Baby, ich erfüll' dir wirklich jeden Wunsch mit Handkuss
Frühstück in Paris und danach joggen auf Hawaii
Und um das Ganze noch zu toppen, geh'n wir shoppen in L.A. (Wouh)
Also pack dir deine Zahnbürste ein
Denn ab heute bist du mehr als an nur einem Ort daheim
Mit meinem Babe in der Hand und 'nem Safe an der Wand
Könn'n wir tun, was wir woll'n, und das Leben ist noch lang, also komm

Baby, bitte mach dir nie mehr Sorgen um Geld
Gib mir nur deine Hand, ich kauf' dir morgen die Welt
Egal, wohin du willst, wir fliegen um die Welt
Hau'n sofort wieder ab, wenn es dir hier nicht gefällt (Ah)

Sie will Kreditkarten und meinen Mietwagen
Sie will Designerschuhe und davon ganz schön viel haben
Manolo Blahnik, Prada, Gucci und Lacoste
Kein Problem, dann kauf' ich halt für deine Schuhe gleich ein ganzes Schloss
Sie will in Geld baden, und sie will Pelz tragen
Und sie will schnell fahren, einmal um die Welt fahr'n
Sie kann sich kaufen, was sie wollte, doch nie hatte
Denn ich hab' jetzt die American Express, und zwar die schwarze, also komm

Baby, bitte mach dir nie mehr Sorgen um Geld
Gib mir nur deine Hand, ich kauf' dir morgen die Welt
Egal, wohin du willst, wir fliegen um die Welt
Hau'n sofort wieder ab, wenn es dir hier nicht gefällt
Baby, bitte mach dir nie mehr Sorgen um Geld
Gib mir nur deine Hand, ich kauf' dir morgen die Welt
Egal, wohin du willst, wir fliegen um die Welt
Hau'n sofort wieder ab, wenn es dir hier nicht gefällt

(Na-na-na-na-na-na) Ja, yeah
(Da-da-da-da-da-da-da) Okay
(Da-da-da-da-da-da, da, da, da) Baby, du weißt Bescheid
(Na-na-na-na-na-na)
(Na-na-na-na-na, na-na-na, na-na-na) Komm einfach vorbei oder ruf mich an
(Na, na, na, na) Kein Ding
Nur wir zwei (Na-na)
Einmal um die Welt (Na-na, na-na)
Aha, okay (Na-na), hehe (Na-na, na-na, na-na, na-na)"
