Song Name,Author,Classname,lyrics_available,lyrics_length,lyrics
The Resistance,Skillet,perseverance,True,1925,"Oh, oh

(I) Am a nation, (I) am a million faces
Formed together, made for elevation
(I) Am a soldier, (I) won't surrender
Faith is like a fire that never burns to embers
(Who's gonna stand up, who's gonna fight?) The voice of the unheard
(Who's gonna break these chains and lies?) Love is the answer
I gotta speak it, believe it, that's how I feel inside
I (I) can't (Can't) sit here quiet

You can take my heart, you can take my breath
When you pry it from my cold, dead chest

This is how we rise up
Heavy as a hurricane, louder than a freight train
This is how we rise up
Heart is beating faster, feels like thunder
Magic, static, call me a fanatic
It's our world, they can never have it
This is how we rise up
It's our resistance, you can't resist us

Oh, oh

(Hey) Can you hear me? (Hey) Are you listening?
Sleeping in the shadows, could be making history
(Walk) Through the fire, (Walk) on the water
Used to be a slave, but now you are a conqueror

They can take my heart, they can take my breath
When they pry it from my cold, dead chest

This is how we rise up
Heavy as a hurricane, louder than a freight train
This is how we rise up
Heart is beating faster, feels like thunder
Magic, static, call me a fanatic
It's our world, they can never have it
This is how we rise up
It's our resistance, you can't resist us

Rising up, up, up, up, up (Oh)
We're rising up, up, up, up, up (The voice of the unheard)
Rising up, up, up, up, up (Oh)
We're rising up, up, up, up, up (Love is the answer)
Rising up, up, up, up, up
We're rising up, up, up, up, up (Love is the answer)

This is how we rise up
It's our resistance, you can't resist us

This is how we rise up
Heavy as a hurricane, louder than a freight train
This is how we rise up
Heart is beating faster, feels like thunder
Magic, static, call me a fanatic
It's our world, they can never have it
This is how we rise up
It's our resistance, you can't resist us

Oh, oh"
Vampire,Solence,lovemaking,True,1059,"She’s a vampire
Sucks all my life away
My friends are telling me that I shouldn’t stay
But she’s a vampire
Sucks all the pain away
But I’m superhuman
When I’m playing her game
It’s like we’re living on the opposite sides of the stereo
It’s like we’re middle at the first then it all can take a curve thinking I can’t do this anymore
Pull me up pull me down
Tippin then we rise
Sucking on my throat but I’m feeling pretty good though
While I’m thinking that she probably knows
I can’t let her go
Cuz
Shе’s a vampire
Sucks all my life away
My friends arе telling me that I shouldn’t stay
But she’s a vampire
Sucks all the pain away
But I’m superhuman
When I’m playing her game
Every second of the day every hour I’m afraid
But I’m still gonna run back to her
And my friends think I’m insane but it’s so hard to explain cuz she gives me something out this world
Yeah she’s a vampire
She will bleed me dry
She will take my life
But it doesn’t make no sense cuz I don’t mind
No
She’s a vampire
Sucks all my life away
My friends are telling me that I shouldn’t stay"
Change The Way You Kiss Me,Luca Testa,lovemaking,False,0,
LAND OF FIRE,Kordhell,perseverance,True,981,"I'm loading up my clip, got a plan for tonight
A Glock in my hand, in my pocket is a knife
I'm looking for a victim pushing keys on the scheme
I wanna make a stain for a million, ride clean
I'm loading up my clip, got a plan for tonight
A Glock in my hand, in my pocket is a knife
I'm looking for a victim pushing keys on the scheme
I wanna make a stain for a million, ride clean
In the land of the fire

Murder in the land of the fire

I'm loading—loading—loading up my clip, got a plan for tonight
A Glock in my hand, in my pocket is a knife
I'm looking for a victim pushing keys on the scheme
I wanna make a stain for a million, ride clean
I'm loading up my clip, got a plan for tonight
A Glock in my hand, in my pocket is a knife
I'm looking for a victim pushing keys on the scheme
I wanna make a stain for a million, ride clеan
In the land of the fire

Murdеr in the land of the fire
Murder in the land of the fire
Murder in the land of the fire
Murder in the land of the fire"
Us Against The wall,Darren Styles,heartbroken,False,0,
Hollywood's Bleeding/Numb,Conor Maynard,heartbroken,True,1019,"Hollywood's bleeding, vampires feedin'
Darkness turns to dust
Everyone's gone, but no one's leavin'
Nobody left but us
Tryna chase a feelin', but we'll never feel it
Ridin' on the last train home
Dyin' in our sleep, we're livin' out a dream
We only make it out alone

I just keep on hopin' that you call me
You say you wanna see me, but you can't right now
You never took the time to get to know me
Was scared of losin' somethin' that we never found
We're running out of reasons, but we can't let go
Yeah, Hollywood is bleeding, but we call it home

I'm tired of bеing what you want me to be
Feeling so faithless, lost undеr the surface
Don't know what you're expecting of me
Put under the pressure of walking in your shoes

And every step that I take is another mistake to you
And every second I waste is more than I can take

I've become so numb, I can't feel you there
Become so tired, so much more aware
I'm becoming this, all I want to do
Is be more like me and be less like
I've become so numb
I've become so numb"
iris,mgk,heartbroken,True,1235,"And I'd give up forever to touch you
'Cause I know that you feel me somehow
You're the closest to heaven that I'll ever be
And I don't wanna go home right now
And all I could taste is this moment
And all I can breathe is your life
And sooner or later, it's over
I just don't wanna miss you tonight

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am

Oh-oh-oh, oh-oh-oh

And you can't fight the tears that ain't comin'
Or the moment of truth in your lies
When everything feels like the movies
Yeah, you bleed just to know you're alive

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am


And I don't want the world to see me (To see me)
'Cause I don't think that they'd understand (Mm-mm-mm)
When everything's made to be broken
I just want you to know who I am

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
I just want you to know who I am
I just want you to know who I am
I just want you to know who I am

Oh-oh, oh-oh-oh
Oh-oh, oh-oh-oh
Oh-oh, oh-oh-oh
Oh-oh, oh"
No Fun,ThatsKramer,party,False,0,
Will She Fight,Symphony Of Sweden,loneliness,False,0,
Deutschland,Rammstein,aggressive,True,1735,"Du (Du hast, du hast, du hast, du hast)
Hast viel geweint (Geweint, geweint, geweint, geweint)
Im Geist getrennt (Getrennt, getrennt, getrennt, getrennt)
Im Herz vereint (Vereint, vereint, vereint, vereint)
Wir (Wir sind, wir sind, wir sind, wir sind)
Sind schon sehr lang zusammen (Ihr seid, ihr seid, ihr seid, ihr seid)
Dein Atem kalt (So kalt, so kalt, so kalt, so kalt)
Das Herz in Flammen (So heiß, so heiß, so heiß, so heiß)
Du (Du kannst, du kannst, du kannst, du kannst)
Ich (Ich weiß, ich weiß, ich weiß, ich weiß)
Wir (Wir sind, wir sind, wir sind, wir sind)
Ihr (Ihr bleibt, ihr bleibt, ihr bleibt, ihr bleibt)

(Deutschland!) Mein Herz in Flammen
Will dich lieben und verdammen
(Deutschland!) Dein Atem kalt
So jung und doch so alt
(Deutschland!)

Ich (Du hast, du hast, du hast, du hast)
Ich will dich nie verlassen (Ich weiß, ich weiß, ich weiß, ich weiß)
Man kann dich lieben (Du liebst, du liebst, du liebst, du liebst)
Und will dich hassen (Du hast, du hast, du hast, du hast)
Überheblich, überlegen
Übernehmen, übergeben
Überraschen, überfallen
Deutschland, Deutschland über allen

(Deutschland!) Mein Herz in Flammen
Will dich lieben und verdammen
(Deutschland!) Dein Atem kalt
So jung und doch so alt
(Deutschland!) Deine Liebe ist Fluch und Segen
(Deutschland!) Meine Liebe kann ich dir nicht geben
(Deutschland!)

Du
Ich
Wir
Ihr
Du (Übermächtig, überflüssig)
Ich (Übermenschen, überdrüssig)
Wir (Wer hoch steigt, der wird tief fallen)
Ihr (Deutschland, Deutschland über allen)

(Deutschland!) Dein Herz in Flammen
Will dich lieben und verdammen
(Deutschland!) Mein Atem kalt
So jung und doch so alt
(Deutschland!) Deine Liebe ist Fluch und Segen
(Deutschland!) Meine Liebe kann ich dir nicht geben
(Deutschland!)"
I Don't Dance,Sunrise,lovemaking,True,1532,"I don't wanna grow up
I don't wanna see Sex and the City lust for a minute
I don't wanna do that
I don't wanna let go on the floor tonight
And I can't hear nothing but beats and sounds
That don't feel good inside
I got jeans too tight, it's all too loud
My feet can't hear the orders from my mind

I don't dance 'cause tonight you love somebody
Somebody new
I don't dance 'cause the moves don't want my body
I'll learn to hate them too
Now you dance to our songs, I need them too
I don't dance 'cause tonight you love somebody new

I don't need the feedback
I know that I'm stuck with the past and this might last
I don't need a restart
I don't wanna re-oil myself tonight
I know it's a little bit sad and strange
I stay alone in the shade
I don't wanna dance, I feel betrayed
'Cause somebody else is playing with my babe

I don't dance 'cause tonight you love somebody
Somebody new
I don't dance 'cause the moves don't want my body
I'll learn to hate them too
Now you dance to our songs, I need them too
I don't dance 'cause tonight you love somebody new

Now the crowd goes wild, it's such a mess
And I can't escape this emptiness

No, I don't dance 'cause tonight you love somebody
Somebody new
I don't dance 'cause the moves don't want my body
I'll learn to hate them too
I don't dance 'cause tonight you love somebody
Somebody new
I don't dance 'cause the moves don't want my body
I'll learn to hate them too
Now you dance to our songs, I need them too
I don't dance 'cause tonight you love somebody new
Somebody new

(I don't)"
"irgendwie,irgendwo,irgendwann (feat. marita)",OSWALD,lovemaking,False,0,
Enter Sandman,Metallica,aggressive,True,1283,"Say your prayers, little one, don't forget, my son
To include everyone
I tuck you in, warm within, keep you free from sin
'Til the Sandman, he comes

Sleep with one eye open
Gripping your pillow tight

Exit light
Enter night
Take my hand
We're off to never-never land

Something's wrong, shut the light, heavy thoughts tonight
And they aren't of Snow White
Dreams of war, dreams of liars, dreams of dragons' fire
And of things that will bite, yeah

Sleep with one eye open
Gripping your pillow tight

Exit light
Enter night
Take my hand
We're off to never-never land, yeah


Now, I lay me down to sleep
Now, I lay me down to sleep
Pray the Lord my soul to keep
Pray the Lord my soul to keep
If I die before I wake
If I die before I wake
Pray the Lord my soul to take
Pray the Lord my soul to take

Hush little baby, don't say a word
And never mind that noise you heard
It's just the beasts under your bed
In your closet, in your head

Exit light
Enter night
Grain of sand
Exit light
Enter night
Take my hand
We're off to never-never land
(Yeah, haha haha)

Oh, yeah-yeah, yo-oh
We're off to never-never land
Take my hand
We're off to never-never land
Take my hand
We're off to never-never land
We're off to never-never land
We're off to never-never land
We're off to never-never land"
Last Resort - Reimagined,Falling in Reverse,loneliness,True,1858,"Cut my life into pieces, this is my last resort
Suffocation, no breathing
Don't give a fuck, if I cut my arm bleeding
This is my last resort

Cut my life into pieces, I've reached my last resort
Suffocation, no breathing
Don't give a fuck if I cut my arm bleeding
Do you even care if I die bleeding?
Would it be wrong, would it be right
If I took my life tonight? Chances are that I might
Mutilation out of sight and I'm contemplating suicide
I'm contemplating suicide

'Cause I'm losing my sight, losing my mind
Wish somebody would tell me I'm fine
Losing my sight, losing my mind
Wish somebody would tell me I'm fine
I am fine

I never realizеd I was spread too thin
'Til it was too late and I was empty within
Feeding on chaos and living in sin
Downward spiral, whеre do I begin?
It all started when I lost my mother
No love for myself and no love for another
To find a lover on a higher level
Finding nothing but questions and devils (Devils)

'Cause I'm losing my sight, losing my mind
Wish somebody would tell me I'm fine
Losing my sight, losing my mind
Wish somebody would tell me I'm fine
Nothing is fine

I'm crying, I'm crying
I'm crying, I'm crying
I can't go on living this way (Oh-oh-oh)
I can't go on living this way (Oh-oh-oh)
Cut my life into pieces, oh-oh-oh
(I can't go on living this way, I can't go on living this way)
Cut my life into pieces, yeah!
(I can't go on living this way, I can't go on living this way)

'Cause I'm losing my sight, losing my mind
Wish somebody would tell me I'm fine
Losing my sight, losing my mind
Wish somebody would tell me I'm fine (I can't go on living this way)
Nothing is fine (I can't go on living this way)

I'm running and I'm crying (I can't go on living this way)
I'm running and I'm crying (I can't go on living this way)
I'm running and I'm crying (I can't go on living this way)
Nothing's alright"
Jenny,NOTHING MORE,loneliness,True,2086,"A little sleep, a little slumber
A little folding of the hands
Left you weak, left you hungry
When there's supply, you still demand
You're beginning to drag the ones you love down
Will this phase ever end?
A thousand arms to hold you
But you won't reach for any hands, 'cause
​
I don't feel like I'm getting through to you
Let me paint this clear
Life is short, my dear
See your mother here
Her last painful year
I wish you only knew
She stuck around for you
She stuck around for you
​
Maybe you should just fall
And leave the world and lose it all
And if that's what you need to finally see
I'll be with you through it all​

Bring on the pills, roll the dollar bill
Medicating will never heal
Relapse, rehab, repeat
Always thinking about the me, me, me
Self-destruct, spiral down
Until your want becomes your need
Please get up like I know you can
Or forever love the fall, 'cause

I don't feel like I'm getting through to you
Let me paint this clear
Life is short, my dear
See your mother here
Her last painful year
I wish you only knew
She stuck around for you
She stuck around for you

Maybe you should just fall (Just fall)
And leave the world and lose it all (Leave the world and lose it all)
And if that's what you need to finally see
I'll be with you through it all (I'll be with you through it all)

I can't stand to see you down
Strung out, off the wagon, and unwound
But steady, steady, oh God, Jenny, Jenny
(I can't) Bear to hear the sound
Of your body, body hitting the ground
I can't stand to see you down
Strung out, off the wagon, and unwound
But steady, steady, oh God, Jenny, Jenny
I can't bear to hear the sound
Of your body, body hitting the ground
Oh, Jenny, Jenny, Jenny (She stuck around for you)
She stuck around for you (She stuck around for you)
​
Maybe you should just fall
Leave the world and lose it all
If that's what you need to finally see
She loved you through it all​ (She loved you)
Maybe you should just fall (Leave the world and lose it all)
(All) If that's what you need to finally see
She loved you through it all​

I'll be with you through it all"
Pazifik,VON WELT,heartbroken,True,1537,"Konnt nicht schlafen letzte Nacht
Kein Auge zugemacht
Fremder Mensch in fremder Stadt
Ey, Taximann, fahr auf und ab
Nervöser Junge, kommt nur klar
Wenn er in Bewegung bleibt
Denke eine Stunde nach
Finger zittern, wenn du schreibst

Und ich treibe ab
Ich dacht, wir wär'n besser als das
Und dort, wo du mal warst
Ist jetzt ein Loch und das war's

Ich dachte, du und ich, wir sind für immer
Ich dachte, wir schau'n irgendwann zurück
Ich dachte, du und ich, wir sind für immer
Jetzt liegt da ein Pazifik zwischen uns
Zwischen uns ein Pazifik
So tief und riesig

Den ganzen Weg gerannt
Zum Haus weit über der Stadt
„Somewhere only we know“
Hast du gesagt

Ja, ich treibe ab
Ich dacht, wir wär'n besser als das
Und dort, wo du mal warst
Ist jetzt ein Loch und das war's

Ich dachte, du und ich, wir sind für immer
Ich dachte, wir schau'n irgendwann zurück
Ich dachte, du und ich, wir sind für immer
Jetzt liegt da ein Pazifik zwischen uns
Zwischen uns ein Pazifik

Jetzt liegt da ein Pazifik zwischen uns (So tief und riesig)
Jetzt liegt da ein Pazifik zwischen uns (Woah-oh-oh)
Jetzt liegt da ein Pazifik zwischen uns
Jetzt liegt da ein Pazifik zwischen uns
Jetzt liegt da ein Pazifik zwischen uns
Jetzt liegt da ein Pazifik zwischen uns

Ich dachte, du und ich, wir sind für immer
Ich dachte, wir schau'n irgendwann zurück
Ich dachte, du und ich, wir sind für immer
Jetzt liegt da ein Pazifik zwischen uns
Zwischen uns, ja

Und ich denke: „Fuck“
Ich dacht, wir sind besser als das
Und dort, wo du mal warst
Ist noch ein Platz, wenn du magst"
We Are The Fallen,Sub Zero Project,aggressive,False,0,
light years (feat. Inéz),John Summit,party,True,1244,"Come and find me out where the sky begins
Where the sun crashes into the sea
There's a wall made of sound and it's cavin' in
You'll be light years away from me

Come and find me out where the sky begins
Where the sun crashes into the sea
There's a wall made of sound and it's cavin' in
You'll be light years away from me
Little by little, until it's a fact
Little by little, come take a stеp back
Little by little, until it's a fact
Little by littlе and I never look back

Come and find me out where the sky begins
Where the sun crashes into the sea
There's a wall made of sound and it's cavin' in
You'll be light years away from me

Little by little, until it's a fact
Little by little, come take a step back
Little by little, until it's a fact
Little by little and I never look back

You'll be light years away from me

Come and find me out where the sky begins
Where the sun crashes into the sea
There's a wall made of sound and it's cavin' in
You'll be light years away from me
Little by little, until it's a fact
Little by little, come take a step back
Little by little, until it's a fact
Little by little and I never look back
Little by little, until it's a fact
Little by little, come take a step back

You'll be light years away from me"
LifeSaver,Sunrise Avenue,selfdetermination,True,1274,"I'm fightin' too hard to win, back on the ground again
I feel like giving in, but you're my second wind
Don't you ever tire facing all my fires
I don't need no one but you right now
So, I say

Oh, my friend, you're holding out your hand
I take it like an oar from the depth
Hey, lifesaver, I'm drowning in despair
But you're fighting for me right until the end
You pull me back to land and save me once again

You help me wash away the insane mistakes I've made
And I see it in your face my only source of grace
No, I don't take for granted all the time you've wasted
Making sacrifices for a fool
So, I say

Oh, my friend, you're holding out your hand
I take it like an oar from the depth
Hey, lifesaver, I'm drowning in despair
But you're fighting for me right until the end
You pull me back to land and save me once again

You lift me higher, you hold the fire
You make me strong enough to stand
You lift me higher, you hold the fire
I may not stand tall, but without you, I'd fall

Oh, my friend, you're holding out your hand
I take it like an oar from the depth
Hey, lifesaver, I'm drowning in despair
But you're fighting for me right until the end
You pull me back to land and save me once again

You lift me higher, you hold the fire
You make me strong enough to stand"
