Song Name,Author,Classname,lyrics_available,lyrics_length,lyrics
Everytime We Touch,Cascada,lovemaking,True,1182,"I still hear your voice when you sleep next to me
I still feel your touch in my dream (In my dream)
Forgive me my weakness, but I don't know why
Without you, it's hard to survive

'Cause every time we touch, I get this feeling
And every time we kiss, I swear I could fly
Can't you feel my heart beat fast? I want this to last
Need you by my side
'Cause every time we touch, I feel the static
And every time we kiss, I reach for the sky
Can't you hear my heart beat so? I can't let you go
Want you in my life


Your arms are my castle, your heart is my sky
They wipe away tears that I cry (That I cry)
The good and the bad times, we've been through them all
You make me rise when I fall

'Cause every time we touch, I get this feeling
And every time we kiss, I swear I could fly
Can't you feel my heart beat fast? I want this to last
Need you by my side
'Cause every time we touch, I feel the static
And every time we kiss, I reach for the sky
Can't you hear my heart beat so? I can't let you go
Want you in my life


'Cause every time we touch, I get this feeling
And every time we kiss, I swear I could fly
Can't you feel my heart beat fast? I want this to last
Need you by my side"
Somebody That I Used To Know,Gotye,heartbroken,True,1864,"Now and then, I think of when we were together
Like when you said you felt so happy, you could die
I told myself that you were right for me
But felt so lonely in your company
But that was love and it's an ache I still remember


You can get addicted to a certain kind of sadness
Like resignation to the end, always the end
So when we found that we could not make sense
Well, you said that we would still be friends
But I'll admit that I was glad it was over

But you didn't have to cut me off
Make out like it never happened and that we were nothing
And I don't even need your love
But you treat me like a stranger and that feels so rough
No, you didn't have to stoop so low
Have your friends collect your records and then change your number
I guess that I don't need that, though
Now you're just somebody that I used to know

Now you're just somebody that I used to know
Now you're just somebody that I used to know


Now and then, I think of all the times you screwed me over
But had me believing it was always something that I'd done
But I don't wanna live that way
Reading into every word you say
You said that you could let it go
And I wouldn't catch you hung up on somebody that you used to know

But you didn't have to cut me off
Make out like it never happened and that we were nothing (Ah)
And I don't even need your love (Ohh)
But you treat me like a stranger and that feels so rough (Ah)
No, you didn't have to stoop so low (Ohh)
Have your friends collect your records and then change your number (Ah)
I guess that I don't need that, though (Ohh)
Now you're just somebody that I used to know
[Outro: Gotye, 
Gotye & Kimbra
]
Somebody (I used to know)
Somebody (Now you're just somebody that I used to know)
Somebody (I used to know)
Somebody (Now you're just somebody that I used to know)
(I used to know)
(That I used to know)
(I used to know)
Somebody"
Fire Coming out of the Monkey’s Head,Gorillaz,aggressive,True,2166,"Once upon a time at the foot of a great mountain
There was a town where the people known as Happyfolk lived
Their very existence a mystery to the rest of the world
Obscured as it was by great clouds
Here, they played out their peaceful lives
Innocent of the litany of excess and violence
That was growing in the world below
To live in harmony with the spirit of the mountain called Monkey was enough
Then one day, Strangefolk arrived in the town
They came in camouflage, hidden behind dark glasses
But no one noticed them, they only saw shadows
You see, without the Truth of the Eyes, the Happyfolk were blind

Falling out of aeroplanes and hiding out in holes
Waiting for the sunset to come, people going home
Jump out from behind them and shoot them in the head
Now everybody dancing, the dance of the dead
The dance of the dead, the dance of the dead

In time, the Strangefolk found their way into the higher reaches of the mountain
And it was there that they found the caves of unimaginable sincerity and beauty
By chance, they stumbled upon the place where all good souls come to rest
The Strangefolk, they coveted the jewels in these caves above all things
And soon they began to mine the mountain
Its rich seam, fueling the chaos of their own world
Meanwhile, down in the town, the Happyfolk slept restlessly
Their dreams invaded by shadowy figures digging away at their souls
Every day, people would wake and stare at the mountain
Why was it bringing darkness into their lives?
And as the Strangefolk mined deeper and deeper into the mountain, holes began to appear
Bringing with them a cold and bitter wind that chilled the very soul of the Monkey
For the first time, the Happyfolk felt fearful
For they knew that soon the Monkey would stir from its deep sleep
And then came a sound, distant first, that grew into castrophany
So immense that it could be heard far away in space
There were no screams, there was no time
The mountain called Monkey had spoken
There was only fire, and then... nothing

Oh, little town in the USA, your time has come to see
There's nothing you believe you want
But where were you when it all came down on me?
Did you call me? No"
Major Tom,Peter Schilling,selfdetermination,True,605,"Earth below us
Drifting, falling
Floating weightless
Calling, calling home, home
Calling home, home (calling)
Calling home, home, home, home
Four, three, two, one
Earth below us
Drifting, falling
Floating weightless
Calling, calling
Earth below us
Drifting, falling
Floating weightless
Calling, calling
Earth below us
Drifting, falling
Floating weightless
Calling, calling home, home
Calling home, home (calling)
Calling home, home, home, home
Four, three, two, one
Earth below us
Drifting, falling
Floating weightless
Calling, calling
Earth below us
Drifting, falling
Floating weightless
Calling, calling"
Just Can’t Get Enough,Black Eyed Peas,lovemaking,True,2486,"Boy, I think about it every night and day
I'm addicted, wanna drown inside your love
I wouldn't wanna have it any other way
I'm addicted, and I just can't get enough

I just can't get enough, I just can't get enough
I just can't get enough, I just can't get enough

Honey, gotta sexy on steamin'
She give my hotness a new meanin'
Perfection, mommy, you gleamin'
Inception, you got a brother dreamin', dreamin'
Damn, baby, I'm fiendin'
I'm trying to holler at you, I'm screamin'
Let me love you down this evenin'
Love you, love you, yeah, you know you are my demon
Girl, we could form a team, and
I could be the King, you could be the Queen, and
My mind's dirty and it don't need cleanin'
I love you long time, so you know the meanin'

Oh, baby, I can't come down, so please come help me out
You got me feelin' high, and I can't step off the cloud
And I just can't get enough

Boy, I think about it every night and day
I'm addicted, wanna drown inside your love
I wouldn't wanna have it any other way
I'm addicted, and I just can't get enough

I just can't get enough, I just can't get enough
I just can't get enough, I just can't get enough

Honey got me runnin' like I'm Flo-Jo
Signs her name on my heart with an ""XO""
Love so sweet, got me vexed, though
I wanna wish it right back like presto, yes
Meantime, I wait for the next time
She come around 'fore I toast to the best time
We LOL back and forth on the text line
She got me fishin' for her love, I confess, I'm
Somethin' 'bout her smile and that combo
Got me high, and I ain't comin' down, yo
My heart's pumpin' out louder than electro
She got me feelin' like Mr. Roboto​

Oh, baby, I can't come down, so please come help me out
You got me feelin' high, and I can't step off the cloud
And I just can't get enough

Boy, I think about it every night and day
I'm addicted, wanna drown inside your love
I wouldn't wanna have it any other way
I'm addicted, and I just can't get enough

This has been a switch-up
Switch-up, switch-up
I just can't switch-up

Locked, sunk in your bedrock
Heart, pumpin' you're love-shot
Knocked out by your cold-shot
I'm stuck in your headlock (Switch-up)
Can't (Can't) stop (Stop), won't (Won't) quit (Quit)
Makin' me fiend, give it to me (Me)
I want it all (All), know what I mean
Your love is a dose of ecstasy (Switch-up)
Addicted, I can't get away from you
Afflicted, I need it, I miss it (Switch-up)
I want your love right next to me
And I can't erase ya out of my memory

I just can't (Switch-up)"
Rather Be,Jean Bandit,perseverance,False,0,
Ruby,Kaiser Chiefs,lovemaking,True,996,"Let it never be said
The romance is dead
'Cause there's so little else
Occupying my head
There is nothing I need
Except the function to breathe
But I'm not really fussed
Doesn't matter to me

Ruby, Ruby, Ruby, Ruby
Do you, do you, do you, do you
Know what you're doing, doing, to me?
Ruby, Ruby, Ruby, Ruby

Due to lack of interest
Tomorrow is cancelled
Let the clocks be reset
And the pendulums held
'Cause there's nothing at all
Except the space in-between
Finding out what you're called
And repeating your name

Ruby, Ruby, Ruby, Ruby
Do you, do you, do you, do you
Know what you're doing, doing, to me?
Ruby, Ruby, Ruby, Ruby

Could it be, could it be
That you're joking with me?
And you don't really see you and me?
Could it be, could it be
That you're joking with me?
And you don't really see you with me?

Ruby, Ruby, Ruby, Ruby
Do you, do you, do you, do you
Know what you're doing, doing, to me?
Ruby, Ruby, Ruby, Ruby
Do you, do you, do you, do you
Know what you're doing, doing, to me?"
In The Shadows,The Rasmus,perseverance,True,1211,"Oh-oh, oh-oh
Oh-oh, oh-oh

No sleep
No sleep until I'm done with finding the answer
Won't stop
Won't stop before I find a cure for this cancer

Sometimes
I feel like goin' down, I'm so disconnected
Somehow
I know that I am haunted to be wanted

I've been watchin', I've been waitin'
In the shadows for my time
I've been searchin', I've been livin'
For tomorrows all my life

Oh-oh, oh-oh
In the shadows
Oh-oh, oh-oh
In the shadows

They say
That I must learn to kill before I can feel safe
But I
I'd rather kill myself than turn into their slave

Sometimes
I feel that I should go and play with the thunder
Somehow
I just don't wanna stay and wait for a wonder

I've been watchin', I've been waitin'
In the shadows for my time
I've been searchin', I've been livin'
For tomorrows all my life

Lately, I've been walkin'
Walkin' in circles, watchin', waitin' for somethin'
Feel me, touch me, heal me, come take me higher

I've been watchin', I've been waitin'
In the shadows for my time
I've been searchin', I've been livin'
For tomorrows all my life

I've been watchin'
I've been waitin'
I've been searchin'
I've been livin' for tomorrows

Oh-oh, oh-oh
In the shadows
Oh-oh, oh-oh
In the shadows
I've been waitin'"
Fairytale Gone Bad,Sunrise Avenue,heartbroken,True,1516,"This is the end, you know
Lady, the plans we had went all wrong
We ain't nothing but fight and shout and tears
We got to a point I can't stand
I've had it to the limit, I can't be your man
I ain't more than a minute away from walking

We can't cry the pain away
We can't find a need to stay
I slowly realize there's nothing on our side

Out of my life, out of my mind
Out of the tears we can't deny
We need to swallow all our pride
And leave this mess behind
Out of my head, out of my bed
Out of the dreams we had, they're bad
Tell them it's me who made you sad
Tell them the fairytale gone bad

Another night and I bleed
They all make mistakes and so did we
But we did something we can never turn back right
Find a new one to fool
Leave and don't look back, I won't follow
We have nothing left, it's the end of our time

We can't cry the pain away
We can't find a need to stay
There's no more rabbits in my hat to make things right

Out of my life, out of my mind
Out of the tears we can't deny
We need to swallow all our pride
And leave this mess behind
Out of my head, out of my bed
Out of the dreams we had, they're bad
Tell them it's me who made you sad
Tell them the fairytale gone bad
Out of my life, out of my mind
Out of the tears we can't deny
We need to swallow all our pride
And leave this mess behind
Out of my head, out of my bed
Out of the dreams we had, they're bad
Tell them it's me who made you sad
Tell them the fairytale gone bad

Tell them the fairytale gone bad
Tell them the fairytale gone bad"
Still Waiting,Sum 41,aggressive,True,1456,"So am I still waiting
For this world to stop hating?
Can't find a good reason
Can't find hope to believe in

Drop dead, a bullet to my head
Your words are like a gun in hand
You can't change the state of the nation
We just need some motivation
These eyes have seen no conviction
Just lies and more contradiction

So tell me, what would you say?
I'd say it's time too late

So am I still waiting (So am I down?)
For this world to stop hating?
Can't find a good reason (So am I down?)
Can't find hope to believe in

Ignorance and understanding
We're the first ones to jump in line
Out of step for what we believe in
But who's left to stop the bleeding?
How far will we take this?
It's not hard to see through the fakeness

So tell me, what would you say?
I'd say it's time too late

So am I still waiting (So am I down?)
For this world to stop hating?
Can't find a good reason (So am I down?)
Can't find hope to believe

This can't last forever
Time won't make things better
I feel so alone
Can't help myself
And no one knows
If this is worthless, tell me

(Tell me, tell me, tell me) So

What have we done
With a war that can't be won?
This can't be real
'Cause I don't know what to feel

So am I still waiting (So am I down?)
For this world to stop hating?
Can't find a good reason (So am I down?)
Can't find hope to believe
So am I still waiting (So am I down?)
For this world to stop hating?
Can't find a good reason (So am I—?)
For this world to believe"
You Give Love A Bad Name,Bon Jovi,heartbroken,True,1392,"Shot through the heart and you're to blame
Darling, you give love a bad name

An angel's smile is what you sell
You promised me heaven, then put me through hell
Chains of love got a hold on me
When passion's a prison, you can't break free

Woah, you're a loaded gun, yeah
Oh, there's nowhere to run
No one can save me, the damage is done

Shot through the heart and you're to blame
You give love a bad name (Bad name)
I play my part and you play your game
You give love a bad name (Bad name)
Yeah, you give love a bad name

Paint your smile on your lips
Blood red nails on your fingertips
A school boy's dream, you act so shy
Your very first kiss was your first kiss goodbye

Woah, you're a loaded gun
Oh, there's nowhere to run
No one can save me, the damage is done

Shot through the heart and you're to blame
You give love a bad name (Bad name)
I play my part and you play your game
You give love a bad name (Bad name)
You give love a—


Oh, shot through the heart and you're to blame
You give love a bad name
I play my part and you play your game
You give love a bad name (Bad name)
Shot through the heart and you're to blame
You give love a bad name (Bad name)
I play my part and you play your game
You give love a bad name (Bad name)

You give love
You give love, bad name
You give love
You give love, bad name
You give love
You give love, bad name
You give love
You give love, bad name"
She’s Got Nothing on,Roxette,lovemaking,True,874,"What she got, she got to give it to somebody
What she got, she got to give it to someone
It's not a case of growin' up or lots of money
It's just the fundamental twist of the sun
What she got ,she got to let somebody find it
(Really?)
What she got is not for her to keep alone
(Oh)
Nobody's got a clue if there is such a reason
(Yea?)
Why she wanna play it on her own
She's got nothing on but the radio
She's a passion play
And like the break of day
She takes my breath away
What she got, she got to give to some contender
What she got is just like gold dust on a shelf
And no one's got a clue what's on her brave agenda
Why she wanna keep it keep it to herself
She's got nothing on but the radio
It's a passion play
And like the break of day
She takes my breath away
Who did the painting on my wall?
Who left a poem down the hall?
Oh, I don't understand at all, he, he, hey"
My Favorite Game,The Cardigans,heartbroken,True,1100,"I don't know what you're looking for
You haven't found it, baby, that's for sure
You rip me up, you spread me all around
In the dust of the deed of time

And this is not a case of lust, you see
It's not a matter of you versus me
It's fine the way you want me on your own
But in the end it's always me alone

And I'm losing my favourite game
You're losing your mind again
I'm losing my baby, losing my favourite game

I only know what I've been working for
Another you so I could love you more
I really thought that I could take you there
But my experiment is not getting us anywhere

I had a vision I could turn you right
A stupid mission and a lethal fight
I should've seen it when my hope was new
My heart is black and my body is blue

And I'm losing my favourite game
You're losing your mind again
I'm losing my favourite game
You're losing your mind again
I'm losing my baby, losing my favourite game

I'm losing my favourite game (Losing my favourite game)
You're losing your mind again (I tried)
I tried but you're still the same (I tried)
I'm losing my baby
You're losing a saviour and a saint"
When I Come Around,Green Day,heartbroken,True,1000,"Well, I heard you crying loud
All the way across town
You've been searching for that someone and it's me out on the prowl
As you sit around feeling sorry for yourself
Well, don't get lonely now
And dry your whining eyes
I'm just roamin' for the moment, sleazin' my backyard, so don't get
So uptight, you been thinking about ditching me

No time to search the world around
'Cause you know where I'll be found
When I come around

Oh, I heard it all before
So don't knock down my door
I'm a loser and a user, so I don't need no accuser
To try and slag me down because I know you're right
So go do what you like
Make sure you do it wise
You may find out that your self-doubt means nothing was ever there
You can't go forcing something if it's just not right

No time to search the world around
'Cause you know where I'll be found
When I come around
Hoo


No time to search the world around
'Cause you know where I'll be found
When I come around

A-when I come around
When I come around
When I come around"
Livin’ On A Prayer,Bon Jovi,perseverance,True,1483,"Once upon a time, not so long ago

Tommy used to work on the docks
Union's been on strike, he's down on his luck
It's tough
So tough
Gina works the diner all day
Workin' for her man, she brings home her pay
For love
Mm, for love

She says, ""We've gotta hold on to what we've got
It doesn't make a difference if we make it or not
We've got each other and that's a lot for love
We'll give it a shot""

Woah, we're halfway there
Woah-oh, livin' on a prayer
Take my hand, we'll make it, I swear
Woah-oh, livin' on a prayer

Tommy's got his six-string in hock
Now he's holdin' in, when he used to make it talk
So tough
Ooh, it's tough
Gina dreams of runnin' away
When she cries in the night, Tommy whispers
""Baby, it's okay
Someday""

We've gotta hold on to what we've got
It doesn't make a difference if we make it or not
We've got each other and that's a lot for love
We'll give it a shot

Woah, we're halfway there
Woah-oh, livin' on a prayer
Take my hand, we'll make it, I swear
Woah-oh, livin' on a prayer, livin' on a prayer


Ooh, we gotta hold on, ready or not
You live for the fight when that's all that you've got

Woah, we're halfway there
Woah-oh, livin' on a prayer
Take my hand and we'll make it, I swear
Woah-oh, livin' on a prayer
Woah, we're halfway there
Woah-oh, livin' on a prayer
Take my hand and we'll make it, I swear
Woah-oh, livin' on a prayer
Woah, we're halfway there
Woah-oh, livin' on a prayer
Take my hand and we'll make it, I swear
Woah-oh, livin' on a prayer"
Far Far Away,Slade,selfdetermination,True,1508,"I've seen the yellow lights go down the Mississippi
I've seen the bridges of the world and they're for real
I've had a red light off-the-wrist
Without me even gettin' kissed
It still seems so unreal

I've seen the morning in the mountains of Alaska
I've seen the sun set in the east and in the west
I've sang the glory that was Rome
And passed the ""Hound Dog"" singer's home
It still seems for the best

And I'm far, far away
With my head up in the clouds
And I'm far, far away
With my feet down in the crowds
Letting loose around the world
But the call of home is loud
Still as loud

I've seen the Paris lights from high upon Montmartre
And felt the silence hanging low in No Man's Land
And though those Spanish nights were fine
It wasn't only from the wine
It still seems all in hand

And I'm far, far away
With my head up in the clouds
And I'm far, far away
With my feet down in the crowds
Letting loose around the world
But the call of home is loud
Still as loud

I've seen the yellow lights go down the Mississippi
The Grand Bahama Island stories carry on
And though those arigato smiles
Stay in your memory for a while
There still seems more to come

And I'm far, far away
With my head up in the clouds
And I'm far, far away
With my feet down in the crowds
Letting loose around the world
But the call of home is loud
Still as loud

And I'm far, far away
With my head up in the clouds
And I'm far, far away
With my feet down in the crowds
And I'm far, far away
But the sound of home is loud
Still as loud"
Save Tonight,Eagle-Eye Cherry,lovemaking,True,1502,"Go on and close the curtains
'Cause all we need is candlelight
You and me, and a bottle of wine
Gonna hold you tonight, oh yeah

Well, we know I'm going away
And how I wish, I wish it weren't so
So, take this wine and drink with me
And let's delay our misery

Save tonight and fight the break of dawn
Come tomorrow, tomorrow I'll be gone
Save tonight and fight the break of dawn
Come tomorrow, tomorrow I'll be gone

There's a log on the fire
And it burns like me for you
Tomorrow comes with one desire
To take me away, oh, it's true

It ain't easy to say goodbye
Darlin' please, don't start to cry
'Cause, girl, you know I've got to go, oh
And, Lord, I wish it wasn't so

Save tonight and fight the break of dawn
Come tomorrow, tomorrow I'll be gone
Save tonight and fight the break of dawn
Come tomorrow, tomorrow I'll be gone


Tomorrow comes to take me away
I wish that I, that I could stay
Girl, you know I've got to go, oh
And, Lord, I wish it wasn't so

Save tonight and fight the break of dawn
Come tomorrow, tomorrow I'll be gone
Save tonight and fight the break of dawn
Come tomorrow, tomorrow I'll be gone
Save tonight and fight the break of dawn
Come tomorrow, tomorrow I'll be gone
Save tonight and fight the break of dawn
Come tomorrow, tomorrow I'll be gone

Tomorrow I'll be gone
Tomorrow I'll be gone
Tomorrow I'll be gone
Tomorrow I'll be gone

Save tonight
Save tonight
Save tonight
Save tonight
Oh, that's right
Save tonight
Save tonight
Save tonight
Save tonight
Yeah, that's right"
San Francisco,Scott McKenzie,selfdetermination,True,653,"If you're going to San Francisco
Be sure to wear some flowers in your hair
If you're going to San Francisco
You're gonna meet some gentle people there

For those who come to San Francisco
Summertime will be a love-in there
In the streets of San Francisco
Gentle people, with flowers in their hair

All across the nation
Such a strange vibration
People in motion
There's a whole generation
With a new explanation
People in motion
People in motion

For those who come to San Francisco
Be sure to wear some flowers in your hair
If you come to San Francisco
Summertime will be a love-in there

If you come to San Francisco
Summertime will be a love-in there"
Love Is All Around,R.E.M.,lovemaking,True,797,"I feel it in my fingers, I feel it in my toes
Love is all around me and so the feeling grows
It's written on the wind, it's everywhere I go
So if you really love me, come on and let it show
You know I love you I always will
My mind's made up by the way that I feel
There's no beginning, there'll be no end
'Cause on my love you can depend
I see your face before me, as I lay on my bed
I kinda get to thinking of all the things we said
You gave a promise to me, and I gave mine to you
I need someone beside me in everything I do
You know I love you I always will
My mind's made up by the way that I feel
There's no beginning, there'll be no end
'Cause on my love you can depend
It's written on the wind, it's everywhere I go
So if you really love me, come on and let it show
Come on and let it show"
Wake Me Up When September Ends,Green Day,loneliness,True,941,"Summer has come and passed
The innocent can never last
Wake me up when September ends
Like my father's come to pass
Seven years has gone so fast
Wake me up when September ends

Here comes the rain again
Falling from the stars
Drenched in my pain again
Becoming who we are
As my memory rests
But never forgets what I lost
Wake me up when September ends

Summer has come and passed
The innocent can never last
Wake me up when September ends
Ring out the bells again
Like we did when spring began
Wake me up when September ends

Here comes the rain again
Falling from the stars
Drenched in my pain again
Becoming who we are
As my memory rests
But never forgets what I lost
Wake me up when September ends


Summer has come and passed
The innocent can never last
Wake me up when September ends
Like my father's come to pass
Twenty years has gone so fast
Wake me up when September ends
Wake me up when September ends
Wake me up when September ends"
The Nights,Avicii,selfdetermination,True,1554,"(Hey)

Once upon a younger year
When all our shadows disappeared
The animals inside came out to play
(Hey) Went face to face with all our fears
Learned our lessons through the tears
Made memories we knew would never fade

One day my father he told me
""Son, don't let it slip away""
He took me in his arms, I heard him say (Hey)
""When you get older
Your wild heart will live for younger days
Think of me if ever you're afraid""

He said, ""One day you'll leave this world behind
So live a life you will remember""
My father told me when I was just a child
""These are the nights that never die""
My father told me

(Hey, hey)
(Hey, hey)
(Hey, hey)

(Hey, hey)
(Hey, hey)
(Hey, hey)
(Hey, hey)

When thunderclouds start pouring down
Light a fire they can't put out
Carve your name into those shining stars
He said, ""Go venture far beyond the shores
Don't forsake this life of yours
I'll guide you home no matter where you are""

One day my father, he told me
""Son, don't let it slip away""
When I was just a kid, I heard him say
""When you get older
Your wild heart will live for younger days
Think of me if ever you're afraid""

He said, ""One day you'll leave this world behind
So live a life you will remember""
My father told me when I was just a child
""These are the nights that never die""
My father told me

(Hey, hey)
(Hey, hey)
(Hey, hey)
""These are the nights that never die""
My father told me

(Hey, hey)
(Hey, hey)
(Ooh-woah, oh-oh-oh-oh-oh-oh, oh-oh)
(Hey, hey)
(Hey)
(Hey, hey)
(Hey, hey)
(Ooh-woah, oh-oh-oh-oh-oh-oh, oh-oh)
(Hey, hey)

My father told me"
Without You,Avicii,heartbroken,True,1022,"You said that we would always be
Without you I feel lost at sea
Through the darkness you'd hide with me
Like the wind we'd be wild and free

You said you'd follow me anywhere
But your eyes tell me you won't be there

I've gotta learn how to love without you
I've gotta carry my cross without you
Stuck in a riddle and I'm just about to
Figure it out without you
And I'm done sitting home without you
Fuck, I'm going out without you
I'm gonna tear this city down without you
I'm goin' Bonnie and Clyde without you

Now I'm running away, my dear
From myself and the truth I fear
My heart is beating I can't see clear
How I'm wishing that you were here

You said you'd follow me anywhere
But your eyes tell me you won't be there

I've gotta learn how to love without you
I've gotta carry my cross without you
Stuck in a riddle and I'm just about to
Figure it out without you
And I'm done sitting home without you
Fuck, I'm going out without you
I'm gonna tear this city down without you
I'm goin' Bonnie and Clyde without you"
Another Brick In The Wall,Pink Floyd,selfdetermination,True,1606,"Daddy's flown across the ocean
Leaving just a memory
A snapshot in the family album
Daddy, what else did you leave for me?
Daddy, what'd ya leave behind for me?
All in all, it was just a brick in the wall
All in all, it was all just bricks in the wall

Hey!
*Children playing*



We don't need no education
We don't need no thought control
No dark sarcasm in the classroom
Teacher, leave them kids alone

Hey! Teacher! Leave them kids alone!

All in all, it's just another brick in the wall
All in all, you're just another brick in the wall

We don't need no education
Wе don't need no thought control
No dark sarcasm in the classroom
Teachers, lеave them kids alone

Hey! Teacher! Leave us kids alone!

All in all, you're just another brick in the wall
All in all, you're just another brick in the wall


Wrong, do it again! (*Children playing*)
Wrong, do it again!
If you don't eat your meat, you can't have any pudding!
(Wrong, do it again!)
How can you have any pudding if you don't eat your meat?
(Wrong, do it again!)
You! Yes! You behind the bike sheds! Stand still, laddie!
(If you don't eat your meat, you can't have any pudding!
How can you have any pudding if you don't eat your meat?)
(You! Yes! You behind the bike sheds! Stand still, laddie!)
*Children playing*
*Phone beeping sound*


*televisions being smashed*

I don't need no arms around me
And I don't need no drugs to calm me
I have seen the writing on the wall
Don't think I need anything at all
No, don't think I'll need anything at all

All in all, it was all just bricks in the wall
All in all, you were all just bricks in the wall"
Geile Zeit,Juli,heartbroken,True,1706,"Hast du geglaubt, hast du gehofft, dass alles besser wird?
Hast du geweint, hast du gefleht, weil alles anders ist?
Wo ist die Zeit? Wo ist das Meer?
Sie fehlt, sie fehlt hier, du fragst mich, wo sie geblieben ist

Die Nächte kommen, die Tage gehen, es dreht und wendet sich
Hast du die Scherben nicht gesehen, auf denen du weitergehst?
Wo ist das Licht? Wo ist dein Stern?
Er fehlt, er fehlt hier, du fragst mich, wo er geblieben ist

Wird alles anders?
Wird alles anders?
Wird alles anders?

Ja, ich weiß, es war 'ne geile Zeit
Uns war kein Weg zu weit, du fehlst hier
Ja, ich weiß, es war 'ne geile Zeit
Hey, es tut mir leid
Doch es ist vorbei
Es ist vorbei, es ist vorbei

Du willst hier weg, du willst hier raus, du willst die Zeit zurück
Du atmest ein, du atmest aus, doch nichts verändert sich
Wo ist die Nacht, wo ist der Weg?
Wie weit, wie weit noch? Du fragst mich, wo wir gewesen sind

Wird alles anders?
Wird alles anders?
Wird alles anders?

Ja, ich weiß, es war 'ne geile Zeit
Uns war kein Weg zu weit, du fehlst hier
Ja, ich weiß, es war 'ne geile Zeit
Hey, es tut mir leid
Doch es ist vorbei
Ja, ich weiß, es war 'ne geile Zeit
Hey, es tut mir leid
Doch es ist vorbei

Die Lichter sind aus, es ist schwer zu verstehen
Du siehst hilflos zu, wie die Zeiger sich drehen
Du siehst deinen Stern, ihn kann nichts mehr zerstören
Weil du weißt, dass es geil war, dass es geil war
Weil du weißt, dass es geil war

Ja, ich weiß, es war 'ne geile Zeit
Uns war kein Weg zu weit, du fehlst hier
Ja, ich weiß, es war 'ne geile Zeit
Hey, es tut mir leid
Doch es ist vorbei
Ja, ich weiß, es war 'ne geile Zeit
Hey, es tut mir leid
Doch es ist vorbei

Es ist vorbei
Es ist vorbei
Es ist vorbei
Es ist vorbei"
The Hell Song,Sum 41,perseverance,True,1481,"Everybody's got their problems
Everybody says the same things to you
It's just a matter how you solve them
And knowing how to change the things you've been through
I feel I've come to realize
How fast life can be compromised
Step back to see what's going on
I can't believe this happened to you

This happened to you

It's just a problem that we're faced with, am I
Not the only one who hates to stand by?
Complications headed first in this line
With all these pictures running through my mind
Knowing endless consequences
I feel so useless in this
Get back, step back, and as for me
I can't believe

Part of me won't agree
'Cause I don't know if it's for sure
Suddenly, suddenly
I don't feel so insecure
Part of me won't agree
'Cause I don't know if it's for sure
Suddenly, suddenly
I don't feel so insecure anymore, suh


Everybody's got their problems
Everybody says the same things to you
It's just a matter how you solve them
But what else are we supposed to do?

Part of me won't agree
'Cause I don't know if it's for sure
Suddenly, suddenly
I don't feel so insecure
Part of me won't agree
'Cause I don't know if it's for sure
Suddenly, suddenly
I don't feel so insecure anymore

And why do things that matter the most
Never ends up being what we chose? (Anymore)
Now that I find a way so bad
I don't think I knew what I had (Anymore)
Why do things that matter the most
Never ends up being what we chose? (Anymore)
Now that I find a way so bad
I don't think I knew what I had"
White Flag,Dido,heartbroken,True,1335,"I know you think that I shouldn't still love you
I'll tell you that
But if I didn't say it, well, I'd still have felt it
Where's the sense in that?
I promise I'm not trying to make your life harder
Or return to where we were

But I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be

I know I left too much mess and destruction
To come back again
And I caused nothing but trouble
I understand if you can't talk to me again
And if you live by the rules of ""It's over""
Then I'm sure that that makes sense

But I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be

And when we meet
Which I'm sure we will
All that was there
Will be there still
I'll let it pass
And hold my tongue
And you will think
That I've moved on

I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be
I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be

I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be"
Thank You,Dido,lovemaking,True,1085,"My tea's gone cold, I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could, it'd all be grey
But your picture on my wall
It reminds me that it's not so bad
It's not so bad

I drank too much last night, got bills to pay
My head just feels in pain
I missed the bus and there'll be hell today
I'm late for work again
And even if I'm there, they'll all imply
That I might not last the day
And then you call me and it's not so bad
It's not so bad

And I want to thank you
For giving me the best day of my life
And oh, just to be with you
Is having the best day of my life

Push the door, I'm home at last
And I'm soaking through and through
And then you handed me a towel
And all I see is you
And even if my house falls down now
I wouldn't have a clue
Because you're near me

And I want to thank you
For giving me the best day of my life
And oh, just to be with you
Is having the best day of my life
And I want to thank you
For giving me the best day of my life
And oh, just to be with you
Is having the best day of my life"
